index,Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
1683,UBC_51           ,59.648,52.56,149.233,-0.482,0.148,34,-0.279,0.093,-1.275,0.068,0.879,0.026,,7.0,0.79,10.11,1051.0,-903.0,537.0,-8.0,9258.0,                               ,59.648,52.56
1685,UBC_511          ,151.935,-70.747,-69.822,-12.045,0.109,35,-6.671,0.113,6.191,0.082,0.749,0.037,,8.73,0.39,10.53,1273.0,429.0,-1169.0,-265.0,7996.0,                               ,151.9351,-70.747
1688,UBC_514          ,158.561,-73.324,-66.64999999999998,-13.07,0.174,26,-6.926,0.124,1.087,0.076,0.504,0.023,,9.35,0.73,11.34,1850.0,714.0,-1654.0,-418.0,7803.0,                               ,158.5611,-73.324
1695,UBC_520          ,186.083,-66.672,-59.754999999999995,-3.94,0.051,25,-4.872,0.059,-0.095,0.033,0.492,0.017,,8.9,1.23,11.35,1866.0,937.0,-1608.0,-128.0,7574.0,                               ,186.0831,-66.672
1701,UBC_526          ,199.664,-62.523,-53.935,0.182,0.074,17,-4.158,0.118,-1.833,0.06,0.452,0.011,,7.26,1.46,11.47,1969.0,1159.0,-1591.0,6.0,7355.0,                               ,199.664,-62.523
1702,UBC_527          ,204.529,-66.651,-52.452,-4.198,0.056,33,-7.503,0.071,-2.654,0.056,0.553,0.021,,8.4,0.79,11.14,1687.0,1025.0,-1334.0,-123.0,7434.0,                               ,204.5291,-66.651
1705,UBC_53           ,59.821,47.395,152.68,-4.333,0.057,47,0.666,0.1,-2.965,0.108,0.6,0.037,,8.68,1.67,11.14,1692.0,-1499.0,774.0,-127.0,9870.0,                               ,59.821,47.395
1708,UBC_533          ,230.274,-53.179,-35.66199999999998,3.361,0.087,23,-1.69,0.129,-1.345,0.078,0.791,0.018,,7.95,0.75,10.44,1226.0,994.0,-713.0,71.0,7379.0,                               ,230.274,-53.179
1709,UBC_534          ,238.697,-57.868,-34.624000000000024,-3.234,0.102,25,-1.443,0.043,-3.598,0.063,0.565,0.024,,7.92,0.95,11.06,1626.0,1336.0,-922.0,-91.0,7064.0,                               ,238.697,-57.868
1711,UBC_536          ,237.68,-55.632,-33.59500000000003,-1.134,0.079,21,-3.355,0.087,-4.77,0.065,0.498,0.013,,7.51,2.96,11.49,1982.0,1650.0,-1096.0,-39.0,6778.0,                               ,237.68,-55.632
1715,UBC_54           ,64.747,46.453,155.799,-2.748,0.178,143,3.32,0.111,-3.758,0.111,0.879,0.047,,8.4,0.98,10.22,1105.0,-1006.0,452.0,-52.0,9357.0,                               ,64.747,46.453
1718,UBC_542          ,244.575,-49.487,-26.41500000000002,0.661,0.067,52,-0.38,0.083,-1.326,0.069,0.554,0.033,,8.1,1.84,11.25,1777.0,1591.0,-790.0,20.0,6794.0,                               ,244.575,-49.487
1720,UBC_546          ,253.687,-48.459,-21.62299999999999,-3.067,0.104,23,-1.276,0.09,-2.691,0.089,0.496,0.013,,8.53,2.17,11.27,1796.0,1667.0,-660.0,-96.0,6705.0,                               ,253.687,-48.459
1724,UBC_55           ,66.364,46.122,156.823,-2.19,0.143,56,-1.067,0.141,-2.604,0.098,1.079,0.048,,7.53,1.38,9.76,896.0,-823.0,352.0,-34.0,9170.0,                               ,66.364,46.122
1727,UBC_553          ,253.51,-41.271,-16.12900000000002,1.556,0.103,38,-0.551,0.113,-1.811,0.136,0.581,0.016,,7.12,1.36,11.0,1583.0,1520.0,-439.0,42.0,6833.0,                               ,253.51,-41.271
1728,UBC_554          ,256.116,-41.67,-15.22199999999998,-0.237,0.071,40,-0.594,0.107,-0.899,0.075,0.527,0.04,,7.78,2.17,11.28,1801.0,1738.0,-473.0,-7.0,6618.0,                               ,256.116,-41.67
1729,UBC_555          ,256.582,-41.582,-14.949000000000012,-0.453,0.034,25,-0.684,0.098,-0.511,0.063,0.556,0.025,,8.72,2.54,11.11,1667.0,1611.0,-430.0,-13.0,6742.0,                               ,256.582,-41.582
1730,UBC_556          ,259.305,-41.523,-13.702999999999975,-2.049,0.048,33,0.107,0.103,-0.738,0.104,0.546,0.023,,8.68,2.28,11.2,1740.0,1690.0,-412.0,-62.0,6662.0,                               ,259.305,-41.523
1731,UBC_557          ,256.181,-38.983,-13.086999999999989,1.371,0.113,30,1.456,0.066,-0.4,0.059,0.63,0.021,,8.16,1.36,11.04,1617.0,1574.0,-366.0,38.0,6775.0,                               ,256.181,-38.983
1734,UBC_56           ,69.874,47.534,157.428,0.529,0.133,72,1.594,0.193,-4.008,0.123,1.118,0.045,,8.78,1.59,9.75,891.0,-823.0,342.0,8.0,9169.0,                               ,69.874,47.534
1735,UBC_560          ,254.821,-36.071,-11.413999999999987,4.003,0.048,26,0.752,0.093,-0.667,0.068,0.65,0.034,,8.8,1.5,10.8,1445.0,1413.0,-285.0,100.0,6932.0,                               ,254.821,-36.071
1736,UBC_561          ,261.208,-37.497,-9.555999999999983,-0.984,0.051,31,0.166,0.096,-3.931,0.057,0.6,0.024,,8.43,2.17,11.02,1602.0,1580.0,-266.0,-27.0,6764.0,                               ,261.208,-37.497
1738,UBC_563          ,256.749,-30.673,-6.1270000000000095,5.971,0.062,20,-0.528,0.086,-4.161,0.103,0.891,0.019,,8.28,1.23,10.17,1081.0,1069.0,-114.0,112.0,7271.0,                               ,256.749,-30.673
1745,UBC_572          ,280.417,-21.959,12.203,-7.784,0.06,23,0.999,0.099,-0.63,0.1,0.647,0.022,,9.28,1.1,10.92,1527.0,1479.0,319.0,-206.0,6868.0,                               ,280.417,-21.959
1746,UBC_573          ,275.017,-9.46,20.936,2.551,0.074,17,-0.179,0.089,-4.474,0.042,0.532,0.026,,8.64,1.95,11.19,1728.0,1612.0,617.0,76.0,6755.0,                               ,275.017,-9.46
1748,UBC_576          ,284.685,0.433,34.15,-1.432,0.038,17,-0.754,0.102,-3.55,0.077,0.744,0.014,,7.89,2.48,10.61,1322.0,1094.0,742.0,-33.0,7283.0,                               ,284.685,0.433
1749,UBC_577          ,282.158,22.091,52.503,10.476,0.049,9,-1.038,0.118,3.065,0.072,0.997,0.02,,9.44,0.0,10.25,1122.0,671.0,875.0,204.0,7718.0,                               ,282.158,22.091
1753,UBC_582          ,299.833,38.551,74.325,4.616,0.07,11,-3.06,0.081,-7.856,0.039,0.895,0.014,,7.8,0.42,10.05,1022.0,275.0,981.0,82.0,8124.0,                               ,299.833,38.551
1755,UBC_584          ,304.213,41.983,79.008,3.675,0.035,15,-3.678,0.097,-4.135,0.12,0.54,0.015,,7.15,2.7,11.12,1674.0,318.0,1640.0,107.0,8187.0,                               ,304.213,41.983
1756,UBC_585          ,307.0,40.548,79.011,1.152,0.071,18,-2.829,0.048,-5.528,0.053,0.663,0.015,,8.08,2.28,11.0,1585.0,302.0,1556.0,31.0,8187.0,                               ,307.0,40.548
1759,UBC_588          ,311.555,45.417,84.901,1.412,0.094,23,-2.347,0.07,-2.642,0.089,0.566,0.017,,7.86,2.44,11.25,1777.0,157.0,1770.0,43.0,8371.0,                               ,311.555,45.417
1768,UBC_596          ,3.36,53.832,117.277,-8.629,0.061,12,-2.193,0.063,-0.973,0.054,0.527,0.034,,8.15,0.32,11.32,1837.0,-832.0,1614.0,-275.0,9313.0,                               ,3.36,53.832
1772,UBC_6            ,344.01,51.187,105.165,-7.66,0.211,76,-4.644,0.064,-4.896,0.083,0.676,0.012,,8.87,0.64,10.87,1493.0,-387.0,1428.0,-199.0,8843.0,                               ,344.01,51.187
1782,UBC_61           ,75.067,36.23,168.585,-3.741,0.145,52,2.079,0.108,-2.17,0.092,0.743,0.056,,8.92,1.24,10.59,1314.0,-1285.0,259.0,-85.0,9629.0,                               ,75.067,36.23
1787,UBC_614          ,80.099,30.241,175.917,-3.874,0.082,21,0.864,0.075,-0.741,0.06,0.532,0.033,,9.21,0.6,11.33,1844.0,-1836.0,131.0,-124.0,10176.0,                               ,80.099,30.241
1793,UBC_620          ,97.923,2.501,-151.555,-3.238,0.098,17,-1.615,0.07,-0.203,0.062,0.659,0.021,,7.7,1.42,10.8,1443.0,-1267.0,-686.0,-81.0,9632.0,                               ,97.923,2.501
1802,UBC_63           ,79.664,37.815,169.495,0.152,0.085,26,1.096,0.164,-3.516,0.126,0.649,0.041,,7.78,0.45,10.95,1546.0,-1520.0,281.0,4.0,9864.0,                               ,79.664,37.815
1819,UBC_647          ,116.643,-48.192,-98.39699999999999,-11.45,0.113,13,-2.243,0.044,1.694,0.101,0.643,0.033,,8.95,0.27,10.87,1494.0,-213.0,-1448.0,-296.0,8675.0,                               ,116.643,-48.192
1836,UBC_665          ,242.167,-51.407,-28.843999999999994,0.306,0.047,11,-2.216,0.069,-4.224,0.047,0.48,0.015,,8.22,2.47,11.5,1992.0,1744.0,-961.0,10.0,6664.0,                               ,242.167,-51.407
1843,UBC_672          ,253.128,-41.525,-16.49000000000001,1.604,0.111,15,-0.645,0.055,-2.009,0.052,0.565,0.009,,7.02,1.14,11.01,1595.0,1528.0,-452.0,44.0,6826.0,                               ,253.128,-41.525
1845,UBC_7            ,106.786,-37.729,-111.25800000000001,-13.345,0.593,77,-9.703,0.199,6.982,0.216,3.558,0.064,,7.5,0.1,7.21,276.0,-97.0,-250.0,-63.0,8441.0,                               ,106.7861,-37.729
1846,UBC_72           ,90.986,26.651,-175.98,2.342,0.093,77,0.342,0.107,-0.005,0.122,0.52,0.041,,8.69,0.97,11.41,1912.0,-1905.0,-133.0,78.0,10246.0,                               ,90.986,26.651
1849,UBC_76           ,88.994,17.328,-168.798,-3.887,0.126,24,0.126,0.085,-1.124,0.076,0.573,0.019,,7.57,0.59,11.19,1729.0,-1692.0,-335.0,-117.0,10038.0,                               ,88.994,17.328
1850,UBC_77           ,89.19,16.997,-168.417,-3.891,0.066,37,0.357,0.13,-1.239,0.087,0.588,0.048,,7.7,0.55,11.12,1674.0,-1636.0,-335.0,-113.0,9982.0,                               ,89.19,16.997
1851,UBC_8            ,84.519,57.124,154.908,13.352,0.426,103,-3.149,0.143,-3.989,0.153,2.052,0.041,,8.7,0.79,8.49,497.0,-438.0,205.0,114.0,8781.0,                               ,84.519,57.124
1859,UBC_88           ,58.17,45.969,152.733,-6.154,0.174,88,-1.421,0.178,-2.926,0.185,1.002,0.046,,7.72,1.05,9.89,951.0,-840.0,433.0,-101.0,9190.0,                               ,58.17,45.969
1860,UBC_9            ,276.544,26.432,54.469,16.897,0.437,25,0.651,0.144,-5.404,0.136,2.869,0.038,,7.42,0.15,7.74,353.0,196.0,275.0,102.0,8148.0,                               ,276.544,26.432
1865,UBC_94           ,269.643,-24.646,5.188,-0.284,0.102,41,-1.652,0.082,-4.451,0.062,0.747,0.015,,8.45,1.32,10.53,1276.0,1271.0,115.0,-6.0,7069.0,                               ,269.643,-24.646
1867,UBC_96           ,273.777,-16.314,14.301,0.386,0.101,41,0.653,0.082,0.912,0.078,0.616,0.027,,8.22,0.95,10.96,1554.0,1506.0,384.0,10.0,6844.0,                               ,273.777,-16.314
1868,UBC_97           ,274.782,-15.722,15.296,-0.17,0.11,33,-0.872,0.087,-1.161,0.094,0.736,0.02,,8.08,1.16,10.69,1377.0,1328.0,363.0,-4.0,7020.0,                               ,274.782,-15.722
1871,UFMG_3           ,238.115,-55.419,-33.29000000000002,-1.136,0.109,205,-1.037,0.118,-2.225,0.12,0.461,0.061,,8.29,2.25,11.45,1949.0,1629.0,-1070.0,-38.0,6795.0,[FSC2019] UFMG 3               ,238.115,-55.419
1872,UPK_108          ,315.551,29.997,74.965,-11.006,0.641,28,1.073,0.085,-4.748,0.092,1.173,0.037,,7.61,0.27,9.57,820.0,208.0,777.0,-156.0,8168.0,                               ,315.551,29.997
1873,UPK_113          ,317.505,34.347,79.393,-9.209,0.255,35,2.169,0.137,-2.418,0.222,1.434,0.057,,7.69,0.15,9.28,717.0,130.0,696.0,-114.0,8239.0,                               ,317.505,34.347
1874,UPK_119          ,308.572,43.326,81.987,1.872,0.197,24,-0.644,0.065,-1.96,0.066,1.274,0.028,,9.19,0.71,9.42,765.0,106.0,757.0,24.0,8268.0,                               ,308.572,43.326
1875,UPK_12           ,288.805,-22.143,15.337,-14.956,0.217,47,0.579,0.179,-6.68,0.182,1.541,0.085,,8.3,0.22,8.99,628.0,585.0,160.0,-162.0,7756.0,                               ,288.805,-22.143
1876,UPK_126          ,311.768,43.816,83.763,0.292,0.081,34,-1.467,0.264,-1.964,0.29,1.177,0.121,,7.13,1.68,9.51,796.0,86.0,791.0,4.0,8291.0,                               ,311.768,43.816
1877,UPK_13           ,282.007,-18.281,16.194,-7.497,0.102,86,-1.131,0.151,-4.104,0.155,1.063,0.056,,8.25,0.67,9.89,950.0,905.0,262.0,-124.0,7439.0,                               ,282.007,-18.281
1878,UPK_131          ,315.517,45.391,86.698,-0.753,0.186,42,2.833,0.105,-1.08,0.091,1.013,0.045,,8.73,1.11,9.92,964.0,55.0,963.0,-12.0,8340.0,                               ,315.517,45.391
1879,UPK_136          ,322.841,43.441,88.774,-5.843,0.573,56,0.012,0.171,-0.591,0.095,1.533,0.081,,8.06,0.31,8.99,626.0,13.0,623.0,-63.0,8349.0,                               ,322.841,43.441
1880,UPK_137          ,306.015,54.152,89.85,9.486,0.295,24,-2.289,0.094,-6.064,0.073,1.166,0.038,,7.71,0.35,9.54,809.0,2.0,798.0,133.0,8376.0,                               ,306.015,54.152
1881,UPK_143          ,319.134,49.942,91.723,0.56,0.43,110,1.066,0.142,-2.434,0.143,1.121,0.05,,8.41,2.0,9.8,912.0,-27.0,912.0,8.0,8417.0,                               ,319.134,49.942
1882,UPK_150          ,319.474,54.516,95.084,3.637,0.583,67,-4.243,0.134,-3.975,0.118,0.996,0.038,,7.41,1.92,10.07,1031.0,-91.0,1025.0,65.0,8493.0,                               ,319.474,54.516
1884,UPK_155          ,311.731,60.867,97.169,10.881,0.499,42,-2.255,0.119,-3.856,0.192,1.096,0.047,,8.33,0.69,9.62,838.0,-102.0,817.0,158.0,8482.0,                               ,311.731,60.867
1886,UPK_166          ,339.203,46.927,100.382,-9.914,0.767,204,-0.907,0.145,-3.229,0.229,1.508,0.064,,7.43,0.27,9.09,658.0,-116.0,638.0,-113.0,8481.0,                               ,339.203,46.927
1887,UPK_167          ,337.143,49.814,100.631,-6.737,1.197,156,1.549,0.259,-0.029,0.24,1.82,0.126,,8.09,0.4,8.74,559.0,-102.0,545.0,-65.0,8460.0,                               ,337.143,49.814
1888,UPK_168          ,343.832,43.35,101.455,-14.583,0.781,170,-0.528,0.146,-3.974,0.171,1.654,0.081,,7.56,0.6,8.9,602.0,-115.0,571.0,-151.0,8475.0,                               ,343.832,43.35
1889,UPK_169          ,326.718,59.915,101.6,4.776,0.365,52,-2.004,0.092,-2.4,0.124,1.155,0.027,,7.14,1.47,9.78,904.0,-181.0,882.0,75.0,8566.0,                               ,326.718,59.915
1890,UPK_17           ,279.741,-15.034,18.127,-4.114,0.256,87,0.894,0.167,-7.856,0.233,1.479,0.048,,8.73,1.38,9.31,726.0,688.0,225.0,-52.0,7654.0,                               ,279.741,-15.034
1891,UPK_178          ,334.479,60.071,104.863,2.708,0.078,31,-4.297,0.127,-3.322,0.146,1.039,0.038,,8.31,1.8,9.92,962.0,-246.0,929.0,45.0,8636.0,                               ,334.479,60.071
1892,UPK_18           ,280.763,-15.325,18.325,-5.119,0.165,42,3.112,0.211,0.98,0.244,1.28,0.095,,8.86,1.04,9.47,782.0,739.0,244.0,-69.0,7604.0,                               ,280.763,-15.325
1893,UPK_180          ,339.051,56.771,105.228,-1.337,0.639,62,-0.594,0.234,0.325,0.171,1.166,0.042,,8.39,0.56,9.63,843.0,-221.0,813.0,-19.0,8600.0,                               ,339.051,56.771
1894,UPK_185          ,346.424,49.376,105.807,-9.937,0.221,109,2.636,0.158,-1.929,0.18,1.786,0.054,,7.85,0.45,8.79,573.0,-153.0,543.0,-98.0,8511.0,                               ,346.424,49.376
1895,UPK_194          ,336.446,65.004,108.291,6.35,0.289,115,-0.642,0.173,-3.126,0.312,1.047,0.054,,8.18,1.67,10.01,1003.0,-312.0,946.0,110.0,8704.0,                               ,336.446,65.004
1896,UPK_20           ,281.145,-14.456,19.257,-5.037,0.401,64,3.336,0.192,1.145,0.193,2.105,0.064,,9.33,0.96,8.47,494.0,465.0,162.0,-43.0,7876.0,                               ,281.145,-14.456
1897,UPK_201          ,344.732,61.648,110.01,1.645,0.143,32,-3.995,0.113,-3.376,0.16,1.061,0.049,,7.2,3.39,9.82,919.0,-314.0,863.0,26.0,8697.0,                               ,344.732,61.648
1898,UPK_21           ,282.895,-15.15,19.397,-6.884,0.234,51,7.839,0.164,0.721,0.166,1.667,0.059,,9.06,0.81,8.81,578.0,541.0,190.0,-69.0,7800.0,                               ,282.895,-15.15
1899,UPK_219          ,351.854,65.31,114.325,3.861,0.273,27,-1.734,0.05,-2.459,0.115,1.21,0.04,,8.17,1.2,9.71,873.0,-358.0,794.0,58.0,8735.0,                               ,351.854,65.31
1900,UPK_220          ,350.955,66.505,114.361,5.118,0.202,195,-2.416,0.142,-2.584,0.139,1.009,0.054,,8.04,2.16,9.98,990.0,-407.0,899.0,88.0,8793.0,                               ,350.955,66.505
1901,UPK_23           ,282.218,-12.879,21.149,-5.265,0.124,15,-0.913,0.079,-2.127,0.071,1.021,0.043,,8.04,1.11,9.94,972.0,903.0,349.0,-89.0,7444.0,                               ,282.218,-12.879
1902,UPK_230          ,353.465,71.788,116.901,9.758,0.38,28,4.892,0.083,-0.809,0.173,1.841,0.05,,7.86,0.93,8.74,558.0,-249.0,490.0,94.0,8603.0,                               ,353.4649,71.788
1903,UPK_237          ,5.352,65.495,119.828,2.812,0.212,95,-0.585,0.146,-3.732,0.177,1.329,0.057,,8.18,1.72,9.4,758.0,-376.0,657.0,37.0,8741.0,                               ,5.352,65.495
1904,UPK_24           ,282.646,-10.788,23.03,-4.719,1.045,36,-3.751,0.124,-9.838,0.173,1.945,0.049,,8.43,0.95,8.51,502.0,460.0,195.0,-41.0,7881.0,                               ,282.646,-10.788
1906,UPK_25           ,267.878,-2.779,23.409,11.957,0.588,21,-0.346,0.086,0.218,0.123,1.584,0.037,,8.55,1.38,8.89,599.0,538.0,233.0,124.0,7804.0,                               ,267.878,-2.779
1907,UPK_26           ,283.438,-9.847,24.413,-4.976,0.303,42,0.062,0.09,-4.419,0.088,1.108,0.036,,7.86,0.59,9.66,855.0,775.0,352.0,-74.0,7572.0,                               ,283.438,-9.847
1908,UPK_265          ,31.915,65.449,130.719,3.751,0.34,46,-0.518,0.114,-0.412,0.121,1.131,0.051,,7.94,1.36,9.75,889.0,-579.0,672.0,58.0,8944.0,                               ,31.915,65.449
1909,UPK_27           ,275.051,-5.167,24.746,4.55,0.157,69,2.381,0.177,-2.116,0.161,1.088,0.066,,9.21,2.27,9.83,924.0,836.0,385.0,73.0,7513.0,                               ,275.051,-5.167
1910,UPK_28           ,277.352,-4.974,25.992,2.606,0.153,57,0.772,0.177,-2.511,0.176,1.109,0.059,,8.22,2.88,9.84,927.0,833.0,406.0,42.0,7517.0,                               ,277.352,-4.974
1911,UPK_282          ,30.347,43.787,136.075,-17.291,0.18,40,-2.8,0.156,-3.227,0.19,1.209,0.102,,7.88,0.27,9.46,779.0,-536.0,516.0,-231.0,8891.0,                               ,30.347,43.787
1912,UPK_29           ,278.617,-5.47,26.143,1.259,0.181,62,0.425,0.196,2.817,0.175,1.487,0.076,,8.91,1.9,9.17,681.0,611.0,300.0,14.0,7734.0,                               ,278.617,-5.47
1914,UPK_294          ,60.902,66.176,140.719,10.087,0.716,34,-1.259,0.18,2.316,0.176,1.304,0.032,,8.24,1.52,9.55,811.0,-618.0,505.0,142.0,8972.0,                               ,60.902,66.176
1915,UPK_296          ,42.666,48.561,142.404,-9.754,0.808,71,1.935,0.316,-6.656,0.276,1.866,0.111,,8.37,0.39,8.76,565.0,-441.0,340.0,-95.0,8788.0,                               ,42.666,48.561
1916,UPK_303          ,40.054,40.291,144.774,-18.007,0.734,20,18.197,0.169,-24.154,0.535,4.606,0.141,,7.9,0.05,6.57,206.0,-160.0,113.0,-63.0,8501.0,                               ,40.0539,40.2911
1917,UPK_305          ,41.127,39.027,145.757,-18.84,1.597,45,2.979,0.134,-6.525,0.13,2.391,0.121,,8.15,0.12,8.06,408.0,-319.0,217.0,-132.0,8662.0,                               ,41.127,39.027
1918,UPK_31           ,285.913,-8.51,26.691,-6.582,0.215,29,-0.28,0.13,1.216,0.109,1.823,0.071,,8.7,0.61,8.65,537.0,477.0,240.0,-61.0,7866.0,                               ,285.913,-8.51
1919,UPK_312          ,68.037,56.066,150.32,5.42,0.26,29,0.179,0.059,-0.73,0.083,1.406,0.037,,8.68,0.54,9.29,720.0,-623.0,355.0,68.0,8970.0,                               ,68.037,56.066
1920,UPK_33           ,280.046,-4.333,27.795,0.508,0.197,30,-0.124,0.152,-11.012,0.225,1.945,0.044,,8.45,1.64,8.6,523.0,463.0,244.0,4.0,7880.0,                               ,280.046,-4.333
1921,UPK_333          ,61.771,44.094,155.823,-5.823,0.412,54,2.491,0.215,-6.466,0.242,1.348,0.068,,8.88,0.74,9.25,706.0,-641.0,288.0,-71.0,8986.0,                               ,61.771,44.094
1922,UPK_350          ,101.689,48.688,167.317,19.336,0.838,48,-4.845,0.16,-6.346,0.159,2.238,0.11,,8.11,0.19,8.33,463.0,-427.0,96.0,153.0,8767.0,                               ,101.689,48.688
1924,UPK_379          ,94.071,30.794,-178.342,6.684,0.577,37,-0.968,0.098,-4.325,0.105,1.284,0.122,,8.66,0.69,9.44,772.0,-766.0,-22.0,89.0,9106.0,                               ,94.071,30.794
1925,UPK_38           ,280.829,-1.654,30.544,1.054,0.082,29,-1.102,0.274,-5.202,0.233,1.675,0.119,,7.16,2.09,8.9,601.0,518.0,305.0,11.0,7827.0,                               ,280.829,-1.654
1926,UPK_381          ,95.506,29.107,-176.314,7.074,0.583,53,0.437,0.133,-2.987,0.107,1.378,0.085,,8.46,0.23,9.26,712.0,-705.0,-45.0,87.0,9045.0,                               ,95.506,29.107
1927,UPK_385          ,75.647,13.02,-172.024,-17.005,0.351,44,1.809,0.37,-3.484,0.26,3.133,0.122,,7.07,0.87,7.54,321.0,-304.0,-42.0,-94.0,8644.0,                               ,75.647,13.02
1928,UPK_394          ,78.808,6.291,-164.349,-18.109,0.15,40,-0.51,0.121,-1.975,0.1,1.233,0.066,,8.32,0.31,9.5,795.0,-727.0,-203.0,-247.0,9070.0,                               ,78.808,6.291
1929,UPK_398          ,85.994,7.021,-161.218,-11.552,0.272,44,-3.315,0.199,-1.714,0.165,2.176,0.169,,7.03,0.38,8.26,448.0,-416.0,-141.0,-89.0,8757.0,                               ,85.994,7.021
1930,UPK_4            ,281.361,-23.764,10.947,-9.381,0.263,75,-2.009,0.117,-6.373,0.127,1.239,0.057,,8.44,1.04,9.59,829.0,803.0,155.0,-135.0,7538.0,                               ,281.361,-23.764
1931,UPK_40           ,292.631,-6.882,31.222,-11.616,0.676,35,0.294,0.119,-9.12,0.202,1.522,0.06,,8.73,0.69,9.12,666.0,558.0,338.0,-134.0,7788.0,                               ,292.631,-6.882
1932,UPK_402          ,87.515,2.822,-156.75,-12.29,0.189,47,-1.112,0.317,-1.917,0.273,2.385,0.133,,6.86,1.26,8.19,433.0,-389.0,-167.0,-92.0,8730.0,                               ,87.515,2.822
1933,UPK_418          ,112.48,5.605,-147.689,11.062,0.416,18,-2.646,0.197,-0.983,0.578,1.111,0.053,,7.8,0.01,9.83,922.0,-765.0,-484.0,177.0,9118.0,                               ,112.48,5.605
1934,UPK_42           ,293.908,-3.653,34.707,-11.512,0.215,82,-0.452,0.141,-5.002,0.132,1.657,0.073,,8.32,1.06,8.88,595.0,479.0,332.0,-118.0,7867.0,                               ,293.908,-3.653
1935,UPK_422          ,88.007,-7.543,-146.973,-16.58,0.74,113,0.187,0.331,-0.571,0.252,3.316,0.122,,7.29,0.26,7.35,295.0,-237.0,-154.0,-84.0,8578.0,                               ,88.007,-7.543
1936,UPK_429          ,108.961,-0.875,-143.506,5.018,0.404,131,-2.045,0.17,0.071,0.121,1.122,0.081,,8.15,0.09,9.78,904.0,-724.0,-535.0,79.0,9079.0,                               ,108.961,-0.875
1937,UPK_431          ,108.234,-2.635,-142.236,3.525,0.583,75,-2.46,0.131,0.76,0.113,1.346,0.059,,8.78,0.0,9.42,765.0,-604.0,-468.0,47.0,8956.0,                               ,108.234,-2.635
1938,UPK_433          ,103.455,-5.729,-141.726,-2.124,0.313,46,-0.783,0.138,-2.527,0.12,1.248,0.034,,8.26,0.25,9.48,787.0,-617.0,-487.0,-29.0,8970.0,                               ,103.455,-5.729
1939,UPK_436          ,100.18,-8.126,-141.01,-6.028,0.544,98,-4.119,0.175,0.635,0.175,1.157,0.083,,7.41,0.23,9.64,845.0,-653.0,-528.0,-88.0,9009.0,                               ,100.18,-8.126
1940,UPK_442          ,98.4,-11.549,-138.442,-9.061,1.125,54,-2.58,0.172,-1.322,0.188,1.558,0.075,,8.23,0.26,8.97,622.0,-460.0,-407.0,-98.0,8809.0,                               ,98.4,-11.549
1941,UPK_445          ,92.385,-15.03,-138.03,-15.954,0.294,58,-2.634,0.218,1.377,0.225,1.467,0.078,,7.11,0.7,9.11,663.0,-474.0,-426.0,-182.0,8824.0,                               ,92.385,-15.03
1942,UPK_45           ,291.696,0.212,37.179,-7.745,0.155,50,-0.697,0.142,-2.138,0.121,1.109,0.057,,8.02,0.83,9.76,897.0,708.0,537.0,-120.0,7650.0,                               ,291.696,0.212
1943,UPK_452          ,110.203,-11.712,-133.323,1.149,0.316,28,-5.757,0.166,3.191,0.169,1.567,0.108,,8.22,0.28,9.02,636.0,-436.0,-462.0,12.0,8788.0,                               ,110.203,-11.712
1945,UPK_46           ,294.707,-1.363,37.18,-11.134,0.362,45,0.094,0.179,-8.631,0.298,1.47,0.093,,8.19,0.64,9.2,693.0,541.0,411.0,-133.0,7808.0,                               ,294.707,-1.363
1946,UPK_467          ,121.237,-11.42,-128.125,10.661,0.605,106,-6.968,0.301,-1.662,0.186,1.692,0.1,,8.07,0.13,8.81,579.0,-351.0,-447.0,107.0,8702.0,                               ,121.237,-11.42
1947,UPK_468          ,118.411,-13.511,-127.85,7.217,0.087,13,-1.53,0.073,0.131,0.096,1.125,0.038,,7.83,0.17,9.68,862.0,-524.0,-675.0,108.0,8890.0,                               ,118.411,-13.511
1948,UPK_470          ,108.394,-19.495,-127.28999999999999,-4.079,0.577,115,-4.819,0.185,4.224,0.135,0.963,0.066,,7.62,0.37,9.92,965.0,-583.0,-766.0,-68.0,8956.0,                               ,108.394,-19.495
1949,UPK_495          ,105.863,-40.886,-108.63,-15.409,0.939,39,-2.506,0.195,5.659,0.273,1.454,0.085,,8.64,0.05,9.1,660.0,-203.0,-603.0,-175.0,8564.0,                               ,105.863,-40.886
1950,UPK_5            ,273.304,-18.308,12.346,-0.177,0.332,71,0.659,0.252,-8.387,0.318,1.786,0.065,,8.29,0.27,8.84,587.0,573.0,125.0,-1.0,7767.0,                               ,273.304,-18.308
1951,UPK_50           ,283.309,8.172,40.421,3.336,0.248,97,-1.315,0.115,-3.817,0.153,0.97,0.065,,8.34,1.07,10.01,1003.0,762.0,649.0,58.0,7605.0,                               ,283.309,8.172
1952,UPK_502          ,124.371,-37.798,-104.41399999999999,-1.267,0.147,44,-8.119,0.182,5.621,0.191,1.397,0.05,,7.86,0.17,9.27,715.0,-177.0,-692.0,-15.0,8546.0,                               ,124.371,-37.798
