index,Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
259,COIN-Gaia_7      ,33.738,58.466,133.686,-2.651,0.152,31,-1.043,0.101,-1.548,0.085,0.648,0.047,,7.76,1.36,10.86,1485.0,-1025.0,1073.0,-68.0,9426.0,                               ,33.738,58.466
260,COIN-Gaia_8      ,39.048,50.013,139.64,-9.43,0.312,28,2.51,0.11,-2.499,0.11,1.359,0.039,,8.0,0.37,9.29,722.0,-542.0,461.0,-118.0,8894.0,                               ,39.048,50.013
261,COIN-Gaia_9      ,47.748,48.023,145.694,-8.585,0.265,22,-1.934,0.111,-2.81,0.119,1.119,0.064,,8.2,0.57,9.68,864.0,-706.0,481.0,-129.0,9059.0,                               ,47.748,48.023
262,Collinder_106    ,99.278,6.002,-154.04,-0.436,0.186,93,-1.472,0.144,0.531,0.106,0.635,0.058,,7.39,0.63,10.89,1505.0,-1353.0,-659.0,-11.0,9716.0,Cl Collinder 106               ,99.278,6.002
263,Collinder_107    ,99.203,4.972,-153.16,-0.976,0.39,108,-1.325,0.169,0.659,0.152,0.617,0.067,,7.26,0.95,11.11,1666.0,-1486.0,-752.0,-28.0,9855.0,Cl Collinder 107               ,99.203,4.972
265,Collinder_115    ,101.659,1.776,-149.196,-0.258,0.087,180,-1.245,0.103,-0.567,0.126,0.475,0.051,,7.98,0.76,11.46,1956.0,-1680.0,-1001.0,-8.0,10070.0,Cl Collinder 115               ,101.659,1.776
266,Collinder_132    ,108.485,-30.758,-117.077,-9.104,1.333,86,-4.14,0.193,3.732,0.148,1.501,0.087,,7.39,0.0,8.98,624.0,-280.0,-549.0,-98.0,8638.0,Cl Collinder 132               ,108.485,-30.758
267,Collinder_135    ,109.362,-37.044,-111.011,-11.201,1.138,324,-9.975,0.445,6.157,0.35,3.278,0.117,,7.42,0.01,7.33,292.0,-102.0,-267.0,-56.0,8446.0,Cl Collinder 135               ,109.3621,-37.044
268,Collinder_140    ,110.882,-31.966,-115.05699999999999,-7.818,0.568,124,-8.074,0.277,4.789,0.258,2.594,0.105,,7.43,0.0,7.95,388.0,-162.0,-348.0,-52.0,8510.0,Cl Collinder 140               ,110.882,-31.966
269,Collinder_185    ,125.833,-36.349,-104.93299999999999,0.545,0.125,58,-4.924,0.111,3.879,0.139,0.626,0.046,,7.79,0.61,10.97,1564.0,-403.0,-1511.0,14.0,8872.0,Cl Collinder 185               ,125.833,-36.349
270,Collinder_197    ,131.202,-41.28,-98.483,0.956,0.15,229,-5.808,0.305,3.933,0.388,1.034,0.085,,7.15,1.42,9.9,955.0,-140.0,-944.0,15.0,8533.0,Cl Collinder 197               ,131.202,-41.28
273,Collinder_258    ,186.798,-60.767,-60.02600000000001,1.966,0.128,110,-7.051,0.111,-0.288,0.095,0.764,0.046,,7.99,0.53,10.54,1284.0,641.0,-1111.0,44.0,7778.0,Cl Collinder 258               ,186.7981,-60.767
276,Collinder_269    ,200.992,-66.204,-53.79000000000002,-3.539,0.137,55,-5.058,0.059,-2.492,0.102,0.568,0.043,,8.62,0.78,11.16,1702.0,1003.0,-1371.0,-105.0,7463.0,Cl Collinder 269               ,200.9921,-66.204
279,Collinder_277    ,207.058,-66.066,-51.34500000000003,-3.827,0.141,195,-9.225,0.097,-4.139,0.091,0.576,0.042,,8.99,0.72,11.22,1752.0,1092.0,-1365.0,-116.0,7375.0,Cl Collinder 277               ,207.0581,-66.066
280,Collinder_292    ,237.41,-57.594,-34.95999999999998,-2.584,0.095,94,-2.397,0.076,-2.232,0.086,0.528,0.045,,8.41,0.97,11.25,1777.0,1455.0,-1017.0,-80.0,6959.0,Cl Collinder 292               ,237.41,-57.594
282,Collinder_338    ,264.483,-37.657,-8.259999999999991,-3.236,0.242,63,2.546,0.15,-1.854,0.145,1.521,0.06,,8.16,0.45,9.04,643.0,635.0,-92.0,-36.0,7704.0,Cl Collinder 338               ,264.483,-37.657
283,Collinder_350    ,267.018,1.525,26.952,14.773,0.786,169,-4.965,0.387,-0.019,0.243,2.708,0.129,,8.77,0.52,7.85,371.0,320.0,162.0,94.0,8021.0,Cl Collinder 350               ,267.018,1.525
284,Collinder_359    ,270.598,3.26,30.228,12.394,1.562,269,0.637,0.234,-8.668,0.294,1.786,0.105,,7.57,0.51,8.69,546.0,461.0,268.0,117.0,7883.0,Cl Collinder 359               ,270.598,3.26
285,Collinder_394    ,283.092,-20.229,14.869,-9.268,0.196,156,-1.459,0.184,-5.882,0.171,1.388,0.056,,7.96,0.54,9.23,700.0,667.0,177.0,-112.0,7674.0,Cl Collinder 394               ,283.092,-20.229
286,Collinder_419    ,304.534,40.732,78.1,2.777,0.058,48,-2.708,0.358,-6.382,0.219,0.952,0.041,,7.29,1.17,10.01,1003.0,206.0,981.0,48.0,8192.0,Cl Collinder 419               ,304.534,40.732
287,Collinder_421    ,305.829,41.701,79.453,2.523,0.143,162,-3.651,0.123,-8.334,0.113,0.813,0.048,,8.37,1.69,10.42,1214.0,222.0,1193.0,53.0,8205.0,Cl Collinder 421               ,305.829,41.701
288,Collinder_463    ,27.031,71.738,127.391,9.358,0.608,404,-1.715,0.124,-0.307,0.148,1.137,0.042,,8.06,0.79,9.65,849.0,-508.0,665.0,138.0,8874.0,Cl Collinder 463               ,27.031,71.738
290,Collinder_69     ,83.792,9.813,-164.838,-12.05,0.989,620,1.194,0.55,-2.118,0.393,2.462,0.124,,7.1,0.25,8.1,416.0,-393.0,-106.0,-87.0,8734.0,Cl Collinder 69                ,83.792,9.813
292,Collinder_95     ,97.788,9.894,-158.175,0.049,0.171,136,-2.263,0.347,-5.159,0.311,1.458,0.117,,7.28,1.52,9.1,659.0,-612.0,-245.0,0.0,8955.0,Cl Collinder 95                ,97.788,9.894
295,Czernik_12       ,39.853,54.922,138.105,-4.737,0.047,33,-0.189,0.086,0.931,0.074,0.482,0.058,,9.13,0.75,11.42,1919.0,-1423.0,1277.0,-158.0,9847.0,Cl Czernik 12                  ,39.853,54.922
300,Czernik_18       ,66.963,30.936,168.263,-12.309,0.051,45,1.826,0.261,-2.994,0.131,0.738,0.079,,8.72,1.34,10.61,1325.0,-1267.0,263.0,-282.0,9611.0,Cl Czernik 18                  ,66.963,30.936
302,Czernik_2        ,10.952,60.197,121.983,-2.661,0.085,77,-4.06,0.116,-0.905,0.089,0.495,0.049,,8.57,1.41,11.39,1899.0,-1005.0,1609.0,-88.0,9482.0,Cl Czernik 2                   ,10.952,60.197
328,DBSB_101         ,242.631,-49.014,-27.000999999999976,1.879,0.064,36,-1.822,0.171,-2.193,0.158,0.52,0.056,,7.05,3.07,11.36,1871.0,1666.0,-849.0,61.0,6727.0,[DBS2003] 101                  ,242.631,-49.014
329,DBSB_104         ,255.997,-51.088,-22.783999999999992,-5.866,0.035,20,-0.443,0.201,-2.692,0.228,0.908,0.141,,7.43,0.88,10.16,1078.0,989.0,-415.0,-110.0,7362.0,[DBS2003] 104                  ,255.997,-51.088
330,DBSB_21          ,130.571,-40.737,-99.20400000000001,0.918,0.016,14,-5.998,0.36,4.44,0.483,0.613,0.058,,6.98,3.26,10.99,1574.0,-251.0,-1554.0,25.0,8731.0,[DBS2003] 21                   ,130.571,-40.737
342,Dias_5           ,274.385,-19.707,11.614,-1.736,0.078,61,1.798,0.262,-0.945,0.311,0.744,0.08,,6.98,0.94,10.58,1303.0,1276.0,262.0,-39.0,7068.0,Cl Dias 5                      ,274.385,-19.707
345,Dolidze_16       ,78.623,32.707,173.17,-3.499,0.13,48,-0.063,0.152,-2.602,0.18,0.762,0.084,,7.22,0.86,10.62,1332.0,-1321.0,158.0,-81.0,9662.0,Cl Dolidze 16                  ,78.623,32.707
350,Dolidze_8        ,306.129,42.3,80.072,2.684,0.083,39,-2.633,0.19,-5.91,0.195,0.993,0.063,,7.19,2.22,10.11,1053.0,181.0,1036.0,49.0,8224.0,Cl Dolidze 8                   ,306.129,42.3
353,ESO_130_06       ,181.97,-59.31,-62.60899999999998,3.092,0.109,71,-11.266,0.148,-0.866,0.127,1.229,0.039,,8.15,0.27,9.54,808.0,371.0,-716.0,43.0,8000.0,ESO 130-06                     ,181.9701,-59.31
354,ESO_130_08       ,182.619,-59.479,-62.254999999999995,2.98,0.101,105,-5.952,0.108,-0.875,0.092,0.721,0.033,,8.25,0.75,10.64,1342.0,624.0,-1186.0,69.0,7806.0,ESO 130-08                     ,182.6191,-59.479
357,ESO_166_04       ,137.602,-53.884,-86.11399999999998,-3.98,0.068,32,-5.983,0.082,5.675,0.1,0.866,0.054,,8.3,0.32,10.19,1090.0,73.0,-1085.0,-75.0,8337.0,ESO 166-04                     ,137.602,-53.884
369,ESO_518_03       ,251.76,-25.81,-4.937999999999988,12.44,0.095,91,2.757,0.132,-2.665,0.087,0.566,0.036,,9.15,0.91,11.06,1631.0,1587.0,-137.0,351.0,6753.0,ESO 518-03                     ,251.76,-25.81
379,FSR_0167         ,301.218,27.057,65.154,-2.42,0.067,19,0.102,0.133,-1.83,0.096,0.533,0.042,,8.89,2.52,11.24,1773.0,744.0,1607.0,-74.0,7763.0,[FSR2007] 0167                 ,301.218,27.057
383,FSR_0238         ,308.693,41.417,80.477,0.62,0.039,29,-2.902,0.177,-4.547,0.127,0.596,0.059,,7.87,4.7,10.92,1526.0,252.0,1505.0,16.0,8226.0,[FSR2007] 0238                 ,308.693,41.417
386,FSR_0278         ,307.761,51.021,87.859,6.82,0.085,58,-4.615,0.083,-9.738,0.096,0.554,0.033,,9.34,0.85,11.16,1708.0,63.0,1695.0,202.0,8448.0,[FSR2007] 0278                 ,307.761,51.021
395,FSR_0384         ,342.911,56.109,106.747,-2.951,0.035,47,-3.552,0.121,-1.711,0.082,0.468,0.049,,8.63,1.01,11.42,1920.0,-552.0,1836.0,-98.0,9080.0,[FSR2007] 0384                 ,342.911,56.109
397,FSR_0398         ,339.135,64.153,108.869,5.029,0.084,55,-3.218,0.192,-1.109,0.123,1.043,0.038,,7.26,2.01,9.81,917.0,-295.0,864.0,80.0,8678.0,[FSR2007] 0398                 ,339.135,64.153
400,FSR_0442         ,352.489,63.447,113.974,2.001,0.152,218,1.287,0.152,-2.554,0.145,0.664,0.068,,8.87,2.44,11.17,1712.0,-695.0,1564.0,59.0,9169.0,[FSR2007] 0442                 ,352.489,63.447
405,FSR_0496         ,6.656,64.01,120.217,1.269,0.091,109,2.231,0.093,-0.621,0.117,0.653,0.06,,9.31,1.94,10.77,1423.0,-716.0,1229.0,31.0,9139.0,[FSR2007] 0496                 ,6.656,64.01
412,FSR_0551         ,24.938,64.878,128.034,2.486,0.095,44,0.112,0.144,-1.422,0.163,1.063,0.052,,7.13,1.06,9.95,976.0,-601.0,768.0,42.0,8974.0,[FSR2007] 0551                 ,24.938,64.878
415,FSR_0667         ,61.766,51.141,151.153,-0.685,0.068,32,0.901,0.135,-3.87,0.196,0.844,0.042,,8.85,1.12,10.36,1182.0,-1035.0,570.0,-14.0,9392.0,[FSR2007] 0667                 ,61.766,51.141
419,FSR_0728         ,67.458,38.496,162.916,-6.874,0.05,55,1.991,0.224,-2.224,0.127,0.543,0.053,,8.21,1.76,11.37,1876.0,-1780.0,547.0,-224.0,10135.0,[FSR2007] 0728                 ,67.458,38.496
421,FSR_0771         ,75.919,32.157,172.257,-5.663,0.115,40,1.631,0.12,-4.203,0.061,0.618,0.067,,8.45,1.64,10.92,1529.0,-1508.0,205.0,-150.0,9850.0,[FSR2007] 0771                 ,75.919,32.157
427,FSR_0866         ,103.823,29.745,-173.677,13.841,0.071,35,1.405,0.126,-0.443,0.091,0.812,0.045,,9.33,0.29,10.49,1250.0,-1206.0,-133.0,299.0,9547.0,[FSR2007] 0866                 ,103.823,29.745
431,FSR_0905         ,98.442,22.312,-168.945,6.298,0.056,30,1.965,0.099,-3.85,0.07,0.649,0.033,,8.59,0.5,10.77,1424.0,-1390.0,-271.0,156.0,9733.0,[FSR2007] 0905                 ,98.442,22.312
433,FSR_0923         ,92.644,16.971,-166.773,-1.024,0.038,48,0.657,0.144,0.141,0.125,0.587,0.073,,8.99,1.84,11.11,1667.0,-1622.0,-381.0,-29.0,9970.0,[FSR2007] 0923                 ,92.644,16.971
440,FSR_0951         ,95.573,14.65,-163.391,0.351,0.164,169,0.242,0.12,0.07,0.105,0.553,0.05,,8.72,0.81,11.22,1757.0,-1684.0,-502.0,10.0,10036.0,[FSR2007] 0951                 ,95.573,14.65
453,FSR_1085         ,103.29,-0.192,-146.701,0.295,0.041,53,-1.05,0.097,0.262,0.108,0.596,0.075,,7.76,0.61,10.97,1565.0,-1308.0,-859.0,8.0,9687.0,[FSR2007] 1085                 ,103.29,-0.192
455,FSR_1117         ,94.159,-8.945,-142.954,-11.764,0.09,26,-3.711,0.218,0.704,0.354,1.049,0.13,,7.19,1.52,9.8,911.0,-712.0,-537.0,-185.0,9067.0,[FSR2007] 1117                 ,94.159,-8.945
457,FSR_1144         ,104.298,-6.628,-140.514,-1.744,0.047,60,-1.28,0.097,1.144,0.16,0.512,0.043,,7.81,0.66,11.29,1808.0,-1395.0,-1149.0,-55.0,9802.0,[FSR2007] 1144                 ,104.298,-6.628
482,FSR_1378         ,120.304,-40.676,-103.68700000000001,-5.443,0.069,134,-5.659,0.102,11.934,0.105,0.588,0.038,,9.35,1.11,10.99,1578.0,-371.0,-1526.0,-149.0,8844.0,[FSR2007] 1378                 ,120.304,-40.6761
501,FSR_1723         ,238.769,-46.014,-26.97399999999999,5.853,0.047,104,-0.196,0.19,-1.395,0.127,0.642,0.063,,8.25,1.04,10.88,1496.0,1326.0,-675.0,152.0,7045.0,[FSR2007] 1723                 ,238.769,-46.014
504,Ferrero_1        ,275.063,-32.338,0.674,-8.158,0.188,98,0.149,0.153,-4.809,0.154,1.145,0.066,,8.4,0.4,9.71,875.0,866.0,10.0,-124.0,7473.0,Cl Ferrero 1                   ,275.063,-32.338
505,Ferrero_11       ,93.646,0.637,-151.869,-7.899,0.231,71,-3.013,0.149,-4.339,0.101,1.24,0.089,,8.45,0.57,9.57,820.0,-716.0,-383.0,-112.0,9064.0,Cl Ferrero 11                  ,93.646,0.637
510,Gulliver_10      ,123.09,-38.676,-104.22800000000001,-2.561,0.183,42,-4.443,0.24,4.965,0.154,1.652,0.083,,6.97,0.62,8.94,613.0,-150.0,-593.0,-27.0,8511.0,Cl Gulliver 10                 ,123.09,-38.676
511,Gulliver_11      ,67.996,43.62,159.434,-3.079,0.131,61,0.4,0.206,-2.229,0.149,1.061,0.068,,8.51,0.76,9.79,907.0,-848.0,318.0,-48.0,9194.0,Cl Gulliver 11                 ,67.996,43.62
512,Gulliver_12      ,181.174,-61.308,-62.649,1.057,0.076,43,-5.948,0.071,-0.41,0.088,0.559,0.034,,8.33,0.58,11.18,1722.0,791.0,-1529.0,31.0,7702.0,Cl Gulliver 12                 ,181.1741,-61.308
513,Gulliver_13      ,104.858,-13.254,-134.351,-4.263,0.115,72,-2.941,0.125,0.281,0.113,0.62,0.061,,9.0,0.78,10.9,1513.0,-1055.0,-1079.0,-112.0,9456.0,Cl Gulliver 13                 ,104.858,-13.254
514,Gulliver_14      ,259.928,-36.785,-9.54000000000002,0.268,0.184,30,-3.719,0.073,-4.792,0.085,0.745,0.038,,8.78,1.63,10.48,1247.0,1230.0,-206.0,5.0,7112.0,Cl Gulliver 14                 ,259.928,-36.785
517,Gulliver_17      ,302.654,35.871,73.233,1.315,0.063,98,-1.078,0.121,-3.029,0.147,0.555,0.044,,7.84,0.92,11.06,1631.0,470.0,1561.0,37.0,8022.0,Cl Gulliver 17                 ,302.654,35.871
518,Gulliver_18      ,302.905,26.532,65.527,-3.971,0.124,180,-3.198,0.089,-5.646,0.1,0.613,0.055,,7.6,1.59,11.01,1595.0,659.0,1448.0,-110.0,7816.0,Cl Gulliver 18                 ,302.905,26.532
519,Gulliver_19      ,344.19,61.106,109.525,1.255,0.157,132,0.893,0.128,-2.258,0.148,0.634,0.059,,7.99,3.01,11.19,1732.0,-578.0,1632.0,37.0,9067.0,Cl Gulliver 19                 ,344.19,61.106
520,Gulliver_2       ,122.883,-37.404,-105.38300000000001,-2.0,0.073,59,-4.951,0.095,4.576,0.119,0.696,0.056,,6.82,0.51,10.69,1375.0,-364.0,-1325.0,-48.0,8805.0,Cl Gulliver 2                  ,122.883,-37.404
521,Gulliver_20      ,273.736,11.082,38.831,13.069,0.704,46,1.039,0.251,-6.525,0.169,2.347,0.078,,8.25,0.25,8.17,429.0,326.0,262.0,97.0,8018.0,Cl Gulliver 20                 ,273.736,11.082
522,Gulliver_21      ,106.961,-25.462,-122.481,-7.965,0.364,121,-1.929,0.118,4.205,0.141,1.504,0.05,,8.44,0.13,9.13,670.0,-356.0,-560.0,-92.0,8714.0,Cl Gulliver 21                 ,106.961,-25.462
525,Gulliver_24      ,1.161,62.835,117.62,0.447,0.101,75,-3.241,0.096,-1.57,0.088,0.636,0.05,,8.25,1.05,10.88,1498.0,-694.0,1327.0,11.0,9131.0,Cl Gulliver 24                 ,1.161,62.835
526,Gulliver_25      ,52.011,45.152,149.761,-9.407,0.331,39,0.96,0.108,-4.089,0.103,0.711,0.049,,8.56,0.82,10.66,1356.0,-1156.0,673.0,-221.0,9520.0,Cl Gulliver 25                 ,52.011,45.152
529,Gulliver_28      ,293.559,18.059,53.813,-0.902,0.555,57,-4.485,0.158,-3.4,0.136,1.581,0.065,,8.53,0.97,9.01,634.0,374.0,512.0,-9.0,7981.0,Cl Gulliver 28                 ,293.559,18.059
530,Gulliver_29      ,256.745,-35.205,-9.769999999999982,3.28,0.679,342,1.325,0.161,-2.206,0.174,0.905,0.061,,7.03,1.02,10.36,1180.0,1161.0,-199.0,67.0,7181.0,Cl Gulliver 29                 ,256.745,-35.205
534,Gulliver_32      ,98.383,7.478,-155.76,-0.546,0.1,31,-0.879,0.104,2.304,0.107,0.577,0.061,,9.11,0.73,11.14,1693.0,-1544.0,-695.0,-16.0,9908.0,Cl Gulliver 32                 ,98.383,7.478
535,Gulliver_33      ,318.159,46.345,88.629,-1.439,0.31,78,0.274,0.12,-3.959,0.123,0.867,0.063,,7.68,0.69,10.23,1113.0,26.0,1113.0,-27.0,8387.0,Cl Gulliver 33                 ,318.159,46.345
538,Gulliver_36      ,123.185,-35.111,-107.166,-0.537,0.14,96,-0.236,0.078,0.609,0.071,0.725,0.042,,8.87,0.47,10.59,1311.0,-387.0,-1253.0,-12.0,8816.0,Cl Gulliver 36                 ,123.185,-35.111
539,Gulliver_37      ,292.077,25.347,59.547,3.806,0.105,46,-0.775,0.074,-3.74,0.092,0.642,0.038,,8.55,1.33,10.79,1438.0,727.0,1237.0,95.0,7712.0,Cl Gulliver 37                 ,292.077,25.347
543,Gulliver_40      ,163.095,-58.394,-72.14999999999998,0.948,0.082,29,-7.686,0.044,2.476,0.061,0.589,0.041,,7.62,0.64,11.09,1652.0,506.0,-1572.0,27.0,7989.0,Cl Gulliver 40                 ,163.0951,-58.394
547,Gulliver_44      ,127.249,-38.095,-102.85700000000003,0.452,0.189,143,-0.666,0.136,2.301,0.132,0.785,0.053,,8.65,0.78,10.44,1227.0,-273.0,-1196.0,9.0,8695.0,Cl Gulliver 44                 ,127.249,-38.095
550,Gulliver_47      ,107.932,0.827,-145.488,4.891,0.161,73,-1.957,0.093,-0.432,0.076,0.491,0.05,,8.54,0.31,11.43,1930.0,-1585.0,-1089.0,164.0,9984.0,Cl Gulliver 47                 ,107.932,0.827
551,Gulliver_48      ,316.334,50.733,91.033,2.426,0.28,98,-4.781,0.141,-6.671,0.166,1.058,0.054,,7.26,2.87,10.09,1042.0,-18.0,1041.0,44.0,8423.0,Cl Gulliver 48                 ,316.334,50.733
552,Gulliver_49      ,350.704,61.988,112.729,0.885,0.156,153,-4.022,0.112,-3.05,0.105,0.587,0.039,,8.58,2.18,11.04,1613.0,-623.0,1488.0,24.0,9086.0,Cl Gulliver 49                 ,350.704,61.988
554,Gulliver_50      ,181.362,-62.678,-62.317999999999984,-0.275,0.106,62,-7.204,0.102,1.663,0.063,0.514,0.042,,7.61,0.94,11.19,1731.0,804.0,-1533.0,-8.0,7690.0,Cl Gulliver 50                 ,181.3621,-62.678
555,Gulliver_51      ,30.335,63.801,130.555,1.968,0.075,39,-4.892,0.097,-0.149,0.079,0.647,0.026,,8.56,1.42,10.93,1536.0,-998.0,1166.0,52.0,9410.0,Cl Gulliver 51                 ,30.335,63.801
558,Gulliver_54      ,81.297,33.688,173.645,-1.103,0.102,30,-0.595,0.14,-7.299,0.175,0.791,0.061,,8.45,0.4,10.38,1190.0,-1182.0,131.0,-22.0,9523.0,Cl Gulliver 54                 ,81.297,33.688
561,Gulliver_57      ,141.203,-48.075,-88.68700000000001,1.699,0.11,94,-6.737,0.154,4.085,0.123,0.701,0.056,,8.64,2.21,10.74,1403.0,32.0,-1402.0,41.0,8425.0,Cl Gulliver 57                 ,141.203,-48.075
564,Gulliver_6       ,83.278,-1.652,-154.754,-18.138,0.517,318,-0.007,0.39,-0.207,0.365,2.367,0.109,,7.22,0.25,8.03,403.0,-346.0,-163.0,-125.0,8688.0,Cl Gulliver 6                  ,83.278,-1.652
565,Gulliver_60      ,303.436,29.672,68.413,-2.639,0.109,117,1.752,0.092,0.219,0.117,0.899,0.037,,7.97,1.01,10.13,1063.0,390.0,987.0,-48.0,8010.0,Cl Gulliver 60                 ,303.436,29.672
567,Gulliver_8       ,80.56,33.792,173.213,-1.549,0.102,29,-0.156,0.225,-2.982,0.152,0.872,0.087,,7.33,0.52,10.28,1137.0,-1128.0,134.0,-30.0,9469.0,Cl Gulliver 8                  ,80.56,33.792
568,Gulliver_9       ,126.998,-47.929,-94.96300000000002,-5.429,0.969,252,-5.992,0.272,6.915,0.375,1.985,0.092,,7.25,0.42,8.74,559.0,-48.0,-555.0,-52.0,8406.0,Cl Gulliver 9                  ,126.998,-47.929
571,Haffner_13       ,115.209,-30.073,-114.965,-3.656,0.327,197,-6.184,0.26,5.879,0.193,1.742,0.074,,7.31,0.0,8.75,562.0,-236.0,-508.0,-35.0,8591.0,Cl Haffner 13                  ,115.209,-30.073
585,Haffner_5        ,109.493,-22.66,-123.941,-4.635,0.06,180,0.965,0.103,-4.06,0.111,0.571,0.052,,9.67,0.76,11.14,1692.0,-942.0,-1399.0,-136.0,9387.0,Cl Haffner 5                   ,109.493,-22.66
590,Harvard_10       ,244.859,-54.957,-30.11500000000001,-3.365,0.354,153,-1.919,0.188,-10.577,0.167,1.418,0.059,,8.3,0.45,9.28,716.0,618.0,-358.0,-42.0,7729.0,Cl Harvard 10                  ,244.859,-54.957
591,Harvard_13       ,255.999,-48.09,-20.38499999999999,-4.056,0.078,32,-2.766,0.153,-7.19,0.094,0.807,0.034,,8.93,1.43,10.58,1308.0,1223.0,-454.0,-92.0,7131.0,Cl Harvard 13                  ,255.999,-48.09
592,Harvard_16       ,262.781,-36.813,-8.281999999999982,-1.64,0.132,347,-0.636,0.172,-0.778,0.146,0.623,0.073,,7.86,2.42,11.01,1591.0,1574.0,-229.0,-45.0,6769.0,Cl Harvard 16                  ,262.781,-36.813
593,Harvard_20       ,298.321,18.345,56.312,-4.686,0.079,36,-1.732,0.089,-4.447,0.083,0.461,0.049,,8.16,0.51,11.39,1898.0,1049.0,1574.0,-155.0,7458.0,Cl Harvard 20                  ,298.321,18.345
598,Hogg_18          ,222.716,-52.271,-39.21600000000001,6.413,0.067,25,-1.808,0.137,-2.317,0.128,0.564,0.04,,8.42,1.21,11.22,1756.0,1352.0,-1103.0,196.0,7074.0,Cl Hogg 18                     ,222.716,-52.271
604,IC_1396          ,324.745,57.514,99.309,3.755,0.297,403,-2.355,0.398,-4.495,0.362,1.066,0.076,,7.08,1.59,9.79,905.0,-146.0,891.0,59.0,8532.0,IC 1396                        ,324.745,57.514
609,IC_1805          ,38.21,61.471,134.733,0.945,0.111,106,-0.702,0.134,-0.669,0.179,0.449,0.039,,6.88,2.22,11.47,1964.0,-1382.0,1395.0,32.0,9821.0,IC 1805                        ,38.21,61.471
612,IC_2391          ,130.292,-52.991,-89.61399999999998,-6.737,0.814,222,-24.644,0.883,23.316,0.733,6.582,0.133,,7.46,0.04,5.86,148.0,0.0,-147.0,-17.0,8340.0,IC 2391                        ,130.2922,-52.9911
613,IC_2395          ,130.531,-48.09,-93.42000000000002,-3.627,0.209,291,-4.464,0.237,3.293,0.296,1.379,0.087,,7.31,0.51,9.23,702.0,-41.0,-699.0,-44.0,8410.0,IC 2395                        ,130.531,-48.09
614,IC_2488          ,141.857,-57.004,-82.18799999999999,-4.442,0.22,404,-7.761,0.141,5.698,0.134,0.718,0.044,,8.21,0.67,10.61,1323.0,179.0,-1307.0,-102.0,8264.0,IC 2488                        ,141.8571,-57.004
616,IC_2602          ,160.613,-64.426,-70.435,-4.955,1.449,311,-17.582,0.833,10.7,0.902,6.561,0.157,,7.56,0.03,5.87,149.0,49.0,-140.0,-12.0,8291.0,IC 2602                        ,160.6132,-64.426
617,IC_2714          ,169.373,-62.719,-67.59899999999999,-1.784,0.171,888,-7.597,0.167,2.639,0.168,0.719,0.044,,8.72,0.95,10.67,1360.0,518.0,-1257.0,-42.0,7922.0,IC 2714                        ,169.3731,-62.719
619,IC_348           ,56.132,32.159,160.486,-17.81,0.096,139,4.483,0.593,-6.447,0.603,3.079,0.152,,7.07,1.91,7.64,337.0,-303.0,107.0,-103.0,8643.0,IC 348                         ,56.132,32.159
621,IC_4651          ,261.212,-49.917,-19.896000000000015,-7.902,0.23,806,-2.41,0.213,-5.064,0.202,1.056,0.063,,9.22,0.42,9.96,982.0,915.0,-331.0,-135.0,7432.0,IC 4651                        ,261.212,-49.917
622,IC_4665          ,266.554,5.615,30.514,17.055,0.506,167,-0.909,0.28,-8.52,0.283,2.868,0.129,,7.52,0.45,7.75,354.0,292.0,172.0,104.0,8049.0,IC 4665                        ,266.554,5.615
623,IC_4725          ,277.937,-19.114,13.701,-4.425,0.261,461,-1.688,0.208,-6.117,0.242,1.514,0.062,,8.05,0.84,9.22,698.0,676.0,164.0,-53.0,7665.0,IC 4725                        ,277.937,-19.114
624,IC_4756          ,279.649,5.435,36.322,5.325,0.534,466,1.26,0.254,-4.927,0.263,2.093,0.075,,9.11,0.29,8.53,506.0,406.0,299.0,47.0,7938.0,IC 4756                        ,279.649,5.435
639,King_1           ,5.505,64.383,119.758,1.692,0.155,651,-4.947,0.154,-1.273,0.126,0.519,0.067,,9.56,1.9,11.19,1727.0,-857.0,1499.0,51.0,9318.0,Cl King 1                      ,5.505,64.383
651,King_20          ,353.305,58.469,112.839,-2.861,0.061,69,-2.686,0.072,-2.585,0.084,0.496,0.05,,8.41,2.06,11.45,1949.0,-755.0,1794.0,-97.0,9270.0,Cl King 20                     ,353.305,58.469
658,King_6           ,51.982,56.444,143.345,-0.095,0.159,227,3.864,0.219,-1.814,0.244,1.346,0.067,,8.31,1.34,9.38,751.0,-603.0,448.0,-1.0,8954.0,Cl King 6                      ,51.982,56.444
664,Koposov_36       ,84.218,31.21,177.069,-0.403,0.064,69,0.804,0.132,-3.668,0.114,0.541,0.063,,8.63,1.76,11.35,1864.0,-1862.0,95.0,-13.0,10202.0,[KGZ2008] 36                   ,84.218,31.21
682,LP_1235          ,281.846,-5.255,27.793,-1.495,0.107,166,0.41,0.1,-2.124,0.098,0.469,0.043,,8.6,1.82,11.5,1998.0,1766.0,931.0,-52.0,6638.0,                               ,281.846,-5.255
683,LP_145           ,256.976,-44.157,-16.831000000000017,-2.23,0.122,487,-2.091,0.205,-5.424,0.169,0.521,0.087,,9.0,3.0,11.49,1982.0,1895.0,-573.0,-77.0,6469.0,                               ,256.976,-44.157
